year	month	m1_12	m24_36	m48_60	m61_120
1996	5	0.00433	0.00094	-0.00308	-0.00385
1996	6	0.00421	0.00756	0.01152	0.01325
1996	7	0.00459	0.00416	0.00236	0.00231
1996	8	0.00536	0.00262	-0.00044	-0.00326
1996	9	0.00543	0.01097	0.01535	0.01936
1996	10	0.00537	0.01392	0.02003	0.02578
1996	11	0.00461	0.00894	0.01406	0.02063
1996	12	0.0041	-0.0022	-0.00895	-0.01485
1997	1	0.00473	0.00463	0.00374	0.00171
1997	2	0.00386	0.00125	-6e-04	0.00014
1997	3	0.00359	-0.00254	-0.00791	-0.01417
1997	4	0.00538	0.00931	0.01258	0.0153
1997	5	0.00545	0.00723	0.0082	0.01011
1997	6	0.00501	0.00809	0.00995	0.01294
1997	7	0.0053	0.01421	0.02293	0.03114
1997	8	0.00373	-0.00154	-0.00735	-0.01275
1997	9	0.00565	0.00979	0.01382	0.01786
1997	10	0.0047	0.00837	0.01361	0.01774
1997	11	0.00349	0.00133	-0.00015	0.00224
1997	12	0.00556	0.00838	0.01105	0.01282
1998	1	0.00538	0.01196	0.01631	0.01861
1998	2	0.00347	-6e-04	-0.00413	-0.00411
1998	3	0.00493	0.00373	0.00356	0.0023
1998	4	0.00479	0.00458	0.00419	0.00414
1998	5	0.00421	0.00554	0.00617	0.00892
1998	6	0.00495	0.00581	0.00803	0.0101
1998	7	0.00472	0.0048	0.0037	0.003
1998	8	0.00621	0.01853	0.02844	0.03269
1998	9	0.00642	0.01574	0.02584	0.03575
1998	10	0.00409	0.00469	0.00263	-0.00458
1998	11	0.00286	-0.00209	-0.00674	-0.0045
1998	12	0.00401	0.00291	0.00229	0.0049
1999	1	0.00362	0.00387	0.00493	0.00425
1999	2	0.00216	-0.00908	-0.02226	-0.02893
1999	3	0.00528	0.0078	0.00847	0.00657
1999	4	0.00379	0.00265	0.00241	0.00324
1999	5	0.00287	-0.00397	-0.01133	-0.01422
1999	6	0.00427	0.00384	0.00302	0.00041
1999	7	0.00388	0.0019	-0.00124	-0.00288
1999	8	0.00378	0.00324	0.00201	0.00072
1999	9	0.00504	0.00731	0.00952	0.01002
1999	10	0.00341	0.00073	-0.00201	-0.00107
1999	11	0.00365	0.00133	-0.00022	-0.00102
1999	12	0.00418	0.00014	-0.00405	-0.00677
2000	1	0.004	-0.00286	-0.00518	-0.00384
2000	2	0.00478	0.0071	0.00829	0.00844
2000	3	0.00492	0.008	0.01566	0.02188
2000	4	0.00438	0.00096	-0.00263	-0.00411
2000	5	0.00525	0.00471	0.00503	0.00502
2000	6	0.0062	0.01202	0.01726	0.01689
2000	7	0.00505	0.00645	0.00634	0.00766
2000	8	0.0057	0.00957	0.01271	0.01419
2000	9	0.00521	0.00846	0.0095	0.00705
2000	10	0.00517	0.00593	0.00697	0.00833
2000	11	0.00602	0.01131	0.01592	0.01895
2000	12	0.00688	0.0146	0.02135	0.02105
2001	1	0.00856	0.01415	0.01289	0.01245
2001	2	0.00423	0.00776	0.00956	0.0109
2001	3	0.00535	0.00807	0.00846	0.00683
2001	4	0.00463	0.00102	-0.0067	-0.00962
2001	5	0.00508	0.00541	0.003	0.00385
2001	6	0.00254	0.00305	0.00229	0.00259
2001	7	0.00481	0.01467	0.02157	0.02205
2001	8	0.00348	0.00837	0.01061	0.011
2001	9	0.00655	0.02078	0.02474	0.02182
2001	10	0.00502	0.01374	0.01852	0.02102
2001	11	0.00167	-0.00869	-0.01682	-0.01862
2001	12	0.00214	-0.00276	-0.00776	-0.00768
2002	1	0.00089	0.00385	0.00345	0.00468
2002	2	0.00208	0.00697	0.01103	0.00968
2002	3	-0.00029	-0.01155	-0.02114	-0.02134
2002	4	0.00439	0.01489	0.02152	0.02189
2002	5	0.00181	0.00646	0.01074	0.00871
2002	6	0.00259	0.01047	0.01557	0.01443
2002	7	0.00255	0.01762	0.02726	0.02298
2002	8	0.00117	0.00851	0.0156	0.01552
2002	9	0.00282	0.01293	0.02798	0.02539
2002	10	0.00165	0.00155	-0.00343	-0.00554
2002	11	0.00099	-0.00834	-0.01736	-0.01361
2002	12	0.00189	0.01515	0.02645	0.02496
2003	1	0.00086	9e-05	-0.00525	-0.0041
2003	2	0.00113	0.00779	0.01595	0.01512
2003	3	0.00152	0.00229	2e-04	-0.00114
2003	4	0.00086	0.0021	0.00181	0.00196
2003	5	0.00082	0.00903	0.02406	0.02181
2003	6	0.0019	0.00143	-0.00246	-0.00244
2003	7	3e-04	-0.01061	-0.02864	-0.03203
2003	8	4e-04	-0.00301	-0.00418	-0.00057
2003	9	0.00212	0.01608	0.03138	0.02967
2003	10	0.00029	-0.00683	-0.01384	-0.01333
2003	11	0.00044	-0.00209	-0.00138	0.00033
2003	12	0.00206	0.00813	0.01031	0.00872
